Image,Score
atardecer.jpeg,0.7989596066457818
aurora_boreal.jpg,0.817738423209264
autos_carretera.jpg,0.6455031539633429
avion.jpg,0.4135634546495949
bosque.jpg,0.6334546973732198
calle_concurrida.jpg,0.41557988378865146
cascada.jpg,0.7194612493233186
ciudad.jpg,0.7629208545653509
cueva.jpg,0.551144325147885
edificio_perspectiva.jpg,0.541248070617943
flores.jpg,0.3811154432385046
fractal_cantor_set.jpg,1.0963599130921289
fractal_dragon_curve.jpg,0.734525225482133
fractal_heighway_dragon.png,1.6361795468082767
fractal_hilbert_curve.png,
fractal_julia.jpg,0.9828279644146467
fractal_koch.jpg,1.5646657987199752
fractal_levy_c_curve.png,1.587508605642244
fractal_mandelbrot.jpg,0.6916033877450675
fractal_peano_curve.png,
fractal_pythagoras_tree.png,1.412363289044405
fractal_sierpinski.png,1.0338762210144294
fractal_vicsek.png,0.8300885817280165
fuegos_artificiales.jpg,0.8439980193284459
galaxia.jpg,0.8769285288066156
lago.jpg,0.5066488689772197
nebulosa.jpg,1.105145071577521
nubes.jpg,1.1661480068282961
oceano_profundo.jpg,0.6750943266596666
paisaje_montañoso.jpg,0.5111439847969802
persona_corriendo.png,1.1223267288793355
playa.jpg,1.097736396800988
rio.jpg,0.5559132798728132
sistema_solar.jpg,0.5618270888025849
tormenta_electrica.jpg,0.4648811153601332
tren_movimiento.jpg,0.8619052351532954
